2024-11-20T13:34:01+07:00,------------------ New Match 1 ------------------
2024-11-20T13:34:01+07:00,Player A 🧍🏻 & Player B 🧍🏻 on the court
2024-11-20T13:34:03+07:00,[Alert] Player A wins!
2024-11-20T13:34:03+07:00,------------------- Game Over -------------------
2024-11-20T13:34:23+07:00,------------------ New Match 1 ------------------
2024-11-20T13:34:23+07:00,Player A 🧍🏻 & Player B 🧍🏻 on the court
2024-11-20T13:34:25+07:00,[Alert] Player A wins!
2024-11-20T13:34:25+07:00,------------------- Game Over -------------------
2024-11-20T13:35:24+07:00,------------------ New Match 14 ------------------
2024-11-20T13:35:24+07:00,Player A 🧍🏻 & Player B 🧍🏻 on the court
2024-11-20T13:35:28+07:00,(t1) [Player A] 🏓 💥 {71} ========== [51] ==========> 🏓 [Player B] 
2024-11-20T13:35:31+07:00,(t2) [Player B] 🏓 💥 {66} ========== [56] ==========> 🏓 [Player A] 
2024-11-20T13:35:34+07:00,(t3) [Player A] 🏓 💥 {71} ========== [52] ==========> 🏓 [Player B] 
2024-11-20T13:35:37+07:00,(t4) [Player B] 🏓 💥 {85} ========== [75] ==========> 🏓 [Player A] 
2024-11-20T13:35:40+07:00,(t5) [Player A] 🏓 💥 {100} ========== [74] ==========> 🏓 [Player B] 
2024-11-20T13:35:43+07:00,(t6) [Player B] 🏓 💥 {90} ========== [72] ==========> 🏓 [Player A] 
2024-11-20T13:35:46+07:00,(t7) [Player A] 🏓 💥 {94} ========== [83] ==========> 💀 [59] [Player B] 
2024-11-20T13:35:46+07:00,[Alert] Player A wins!
2024-11-20T13:35:46+07:00,------------------- Game Over -------------------
